PRCDDA,PwMode,SA_im
35204053,Transit,77.12565017
35204053,Walk,0.913448697
35204054,Car/motor,183.4653807
35204054,Transit,43.18223043
35204055,Car/motor,322.0704889
35204055,Transit,104.7785039
35204055,Walk,1.30987667
35204056,Car/motor,170.3552315
35204056,Transit,60.4763533
35204057,Car/motor,198.929796
35204057,Transit,43.50302502
35204057,Walk,0.632342572
35204058,Car/motor,336.1938238
35204058,Transit,76.18633609
35204059,Car/motor,265.2506505
35204059,Transit,33.33026653
35204059,Walk,0.691188238
35204061,Car/motor,222.871511
35204061,Transit,31.49603734
35204061,Walk,0.345282326
35204064,Car/motor,458.0171835
35204064,Transit,46.79353115
35204065,Car/motor,331.1686843
35204065,Transit,47.24908757
35204066,Car/motor,445.944821
35204066,Transit,29.25483041
35204066,Walk,0.377170577
35204067,Car/motor,436.2098177
35204067,Transit,0.002543206
35204068,Car/motor,713.4779949
35204068,Transit,68.77529061
35204069,Car/motor,331.3096033
35204069,Transit,51.41470593
35204069,Walk,0.554027212
35204070,Car/motor,263.809432
35204070,Transit,22.29691614
35204072,Car/motor,411.1927361
35204072,Transit,149.4169698
35204072,Walk,1.679526504
35204076,Car/motor,272.2841293
35204076,Transit,133.9285946
35204076,Walk,0.698215451
35204077,Bike,120.2615901
35204077,Car/motor,308.8829666
35204077,Transit,149.2701678
35204077,Walk,0.938743407
35204080,Car/motor,329.6923703
35204080,Transit,46.0813371
35204082,Car/motor,266.1267726
35204082,Transit,42.22945624
35204082,Walk,0.537690086
35204083,Car/motor,337.6283328
35204083,Transit,32.3782647
35204083,Walk,0.190699557
35204085,Car/motor,595.3212728
35204085,Transit,107.3132286
35204085,Walk,0.5348021
35204087,Car/motor,216.9149122
35204087,Transit,126.9907571
35204087,Walk,0.807900439
35204089,Car/motor,219.2101786
35204089,Transit,72.73247834
35204089,Walk,2.945760119
35204090,Car/motor,331.8666562
35204090,Transit,58.11016095
35204090,Walk,14.39187862
35204091,Car/motor,363.9100952
35204091,Transit,43.67782493
35204091,Walk,8.484253608
35204092,Car/motor,79.13630262
35204094,Car/motor,359.7694891
35204094,Transit,123.3962451
35204094,Walk,0.901019452
35204095,Car/motor,291.2939725
35204095,Transit,0.009456322
35204096,Car/motor,478.9934548
35204096,Transit,255.3203295
35204096,Walk,2.770564206
35204097,Bike,127.3635293
35204097,Car/motor,438.3817319
35204097,Transit,269.0900179
35204097,Walk,3.083111938
35204098,Car/motor,354.3247718
35204098,Transit,7.914013659
35204100,Car/motor,445.9095196
35204100,Transit,217.8507831
35204100,Walk,1.818615896
35204101,Car/motor,1629.025953
35204101,Transit,540.795364
35204101,Walk,5.351580792
35204106,Car/motor,164.3272114
35204106,Transit,30.79280811
35204107,Car/motor,116.8384041
35204107,Transit,14.98174643
35204109,Car/motor,235.9052189
35204109,Transit,45.23250397
35204113,Car/motor,356.0730583
35204113,Transit,0.002299179
35204114,Car/motor,59.69836515
35204114,Transit,16.49800033
35204115,Car/motor,152.8344242
35204115,Transit,46.01482685
35204115,Walk,0.250979109
35204116,Car/motor,28.49899909
35204116,Transit,13.60827018
35204116,Walk,0.248683142
35204119,Car/motor,234.998395
35204119,Transit,135.999844
35204120,Car/motor,230.6550499
35204120,Transit,0.010030266
35204124,Car/motor,827.3704635
35204124,Transit,38.60633849
35204124,Walk,0.782006304
35204125,Car/motor,309.1848076
35204125,Transit,0.007281891
35204127,Car/motor,363.5891262
35204127,Transit,0.023545164
35204129,Car/motor,169.8772804
35204129,Transit,49.53151077
35204130,Car/motor,48.51011338
35204130,Transit,36.69128555
35204131,Car/motor,153.3139539
35204131,Transit,33.24985077
35204133,Car/motor,137.5462476
35204133,Transit,37.87725607
35204134,Car/motor,265.4158754
35204134,Transit,0.00188996
35204135,Bike,368.1942994
35204135,Car/motor,263.3141069
35204135,Transit,127.5560996
35204135,Walk,5.057154292
35204136,Car/motor,261.2699004
35204136,Transit,70.84389671
35204136,Walk,0.917812263
35204137,Car/motor,248.9228369
35204138,Car/motor,242.308266
35204138,Transit,23.56986566
35204141,Car/motor,290.4728603
35204141,Transit,19.41510741
35204142,Bike,1249.608859
35204142,Car/motor,674.985147
35204142,Transit,140.2061084
35204142,Walk,33.58579987
35204143,Car/motor,234.4624406
35204143,Transit,0.005910686
35204144,Car/motor,174.8911613
35204144,Transit,102.6806863
35204144,Walk,1.165077776
35204145,Car/motor,335.6164
35204145,Transit,80.9862728
35204145,Walk,0.673299611
35204146,Car/motor,184.7519823
35204146,Transit,13.98786791
35204147,Car/motor,388.849985
35204147,Transit,42.22442966
35204148,Car/motor,218.5802808
35204148,Transit,6.648831299
35204149,Car/motor,169.6959131
35204149,Transit,14.74100908
35204150,Car/motor,138.3932279
35204150,Transit,9.725006802
35204151,Car/motor,166.4724608
35204151,Transit,14.24742419
35204152,Car/motor,262.3974779
35204153,Car/motor,127.1760115
35204154,Car/motor,190.4423308
35204154,Transit,56.75774082
35204155,Bike,793.9660961
35204155,Car/motor,167.6374793
35204155,Transit,17.08385167
35204156,Bike,455.9404083
35204156,Car/motor,127.2924421
35204156,Transit,25.50113629
35204159,Car/motor,152.4848154
35204159,Transit,56.91920236
35204160,Car/motor,97.31689287
35204160,Walk,1.978122484
35204161,Car/motor,35.86290403
35204161,Transit,32.07464412
35204161,Walk,4.220004292
35204162,Car/motor,128.9847812
35204162,Transit,8.41819728
35204163,Car/motor,179.1030927
35204163,Transit,13.92998648
35204164,Car/motor,93.26303874
35204164,Transit,8.887364698
35204166,Car/motor,132.9265537
35204166,Transit,11.84998474
35204167,Car/motor,133.5502794
35204167,Transit,8.781834802
35204168,Car/motor,178.2064297
35204168,Transit,0.002812438
35204169,Car/motor,160.3006532
35204170,Car/motor,264.3272381
35204170,Transit,13.80210174
35204172,Car/motor,177.0961486
35204173,Car/motor,107.4080328
35204173,Transit,24.41630594
35204174,Car/motor,124.2259325
35204174,Transit,20.14176417
35204176,Car/motor,84.58069028
35204176,Transit,12.82565552
35204177,Car/motor,127.8817028
35204177,Transit,9.402004425
35204178,Car/motor,151.6068825
35204178,Transit,0.003444192
35204179,Car/motor,49.80540503
35204179,Transit,37.14663311
35204180,Car/motor,127.6035271
35204180,Transit,0.00460622
35204181,Car/motor,113.4796352
35204181,Transit,11.46209242
35204182,Car/motor,194.3081936
35204182,Transit,0.000514985
35204183,Car/motor,95.28136997
35204183,Transit,5.811465999
35204184,Car/motor,278.1616496
35204184,Transit,65.86610718
35204186,Car/motor,53.52918403
35204186,Walk,5.538810821
35204187,Car/motor,124.1850827
35204187,Transit,59.718194
35204187,Walk,10.79477249
35204188,Car/motor,185.7334332
35204188,Transit,16.30163965
35204188,Walk,4.57518935
35204189,Car/motor,82.76654658
35204189,Transit,26.83310697
35204190,Car/motor,115.8215357
35204190,Transit,83.09718374
35204190,Walk,1.975853405
35204191,Car/motor,196.8139574
35204191,Transit,19.08324551
35204192,Car/motor,64.06893547
35204192,Transit,28.44423069
35204193,Car/motor,68.87665816
35204193,Transit,9.35076452
35204194,Car/motor,276.1785513
35204194,Transit,26.33949757
35204194,Walk,0.309972218
35204195,Car/motor,433.0475102
35204195,Transit,120.7752574
35204195,Walk,3.693557377
35204196,Car/motor,144.7449549
35204196,Transit,9.245434496
35204197,Car/motor,105.8501551
35204197,Transit,48.14593272
35204198,Car/motor,181.485909
35204198,Transit,61.13009844
35204198,Walk,1.991685085
35204199,Car/motor,164.5476247
35204199,Transit,66.95866261
35204199,Walk,0.408094989
35204200,Car/motor,19.5534846
35204201,Car/motor,500.8958886
35204201,Transit,16.15582703
35204202,Car/motor,336.1021268
35204202,Transit,16.2503868
35204205,Car/motor,96.36048881
35204205,Transit,6.350084751
35204206,Car/motor,80.51872279
35204206,Transit,15.12524052
35204206,Walk,0.260279632
35204207,Car/motor,108.0191534
35204207,Transit,13.02470867
35204208,Car/motor,171.8364786
35204208,Transit,35.49647097
35204208,Walk,0.446355518
35204209,Car/motor,40.92327444
35204211,Car/motor,33.37222312
35204211,Transit,11.22856535
35204212,Car/motor,104.8253569
35204212,Transit,16.9056869
35204212,Walk,0.285018327
35204213,Car/motor,281.535624
35204213,Transit,0.025828073
35204214,Car/motor,63.983375
35204214,Transit,17.08570925
35204215,Car/motor,180.260569
35204215,Transit,6.45097643
35204216,Car/motor,171.1378163
35204217,Car/motor,29.23748642
35204218,Car/motor,132.0587186
35204219,Car/motor,68.91234689
35204220,Car/motor,60.67103838
35204220,Transit,19.99610067
35204221,Car/motor,26.81239584
35204221,Transit,55.85654727
35204222,Car/motor,70.50595148
35204222,Transit,61.80117654
35204222,Walk,1.747950874
35204224,Car/motor,473.9647609
35204224,Transit,58.07804883
35204224,Walk,0.433254369
35204225,Car/motor,115.1752597
35204225,Transit,14.48480262
35204226,Car/motor,178.1500743
35204226,Transit,9.794788855
35204227,Car/motor,322.1282972
35204227,Transit,27.73840648
35204227,Walk,0.33013085
35204228,Bike,1120.607631
35204228,Car/motor,594.8824956
35204228,Transit,90.8559553
35204228,Walk,77.31274337
35204229,Bike,913.2394154
35204229,Car/motor,480.3003953
35204229,Transit,127.2447797
35204229,Walk,36.4437732
35204230,Bike,644.5300869
35204230,Car/motor,444.213995
35204230,Transit,97.74756225
35204230,Walk,54.63970281
35204231,Car/motor,362.58492
35204231,Transit,60.02474372
35204231,Walk,0.406559509
35204232,Car/motor,308.0780729
35204232,Transit,0.276877378
35204232,Walk,0.614266566
35204233,Car/motor,110.4561734
35204233,Transit,11.8092397
35204235,Car/motor,127.3471011
35204235,Transit,22.18851764
35204236,Car/motor,104.0011098
35204236,Transit,8.359483222
35204237,Car/motor,77.47240573
35204237,Transit,9.272207048
35204238,Car/motor,132.3745404
35204238,Transit,13.87417944
35204240,Car/motor,247.5633617
35204240,Transit,28.00329445
35204242,Car/motor,608.6187858
35204242,Transit,60.80614206
35204243,Car/motor,315.7665763
35204243,Transit,119.4203023
35204244,Car/motor,79.54938178
35204244,Transit,9.550805686
35204245,Car/motor,67.17431644
35204245,Transit,139.2186317
35204245,Walk,17.47383492
35204246,Bike,180.0589077
35204246,Car/motor,135.1868598
35204246,Transit,56.09189313
35204246,Walk,3.706798202
35204249,Car/motor,462.2235364
35204249,Transit,56.79978023
35204249,Walk,0.622832284
35204250,Car/motor,766.0198725
35204250,Transit,66.38519531
35204250,Walk,0.889091121
35204251,Car/motor,211.394859
35204252,Car/motor,198.3393471
35204252,Transit,32.08192116
35204253,Car/motor,57.92739176
35204254,Car/motor,66.51227726
35204254,Transit,32.30054443
35204255,Car/motor,77.10795194
35204255,Transit,11.02755512
35204256,Car/motor,188.7289228
35204257,Car/motor,297.7297942
35204257,Transit,0.019016719
35204262,Car/motor,173.6552812
35204263,Car/motor,110.1746699
35204265,Car/motor,323.4595445
35204265,Transit,15.81161802
35204266,Car/motor,31.58106821
35204267,Car/motor,293.134592
35204267,Transit,38.88479745
35204267,Walk,1.143852094
35204271,Car/motor,489.2072586
35204271,Transit,7.557641463
35204272,Car/motor,731.2301544
35204272,Transit,92.74538621
35204272,Walk,1.573287712
35204273,Car/motor,38.45702681
35204275,Bike,444.5909635
35204275,Car/motor,51.77385127
35204275,Walk,6.26657339
35204276,Car/motor,173.9124217
35204277,Car/motor,283.3574754
35204277,Transit,52.0376549
35204278,Car/motor,262.3442312
35204279,Car/motor,310.2961891
35204280,Car/motor,68.52163418
35204280,Transit,7.271451236
35204281,Car/motor,163.697805
35204281,Transit,11.91051209
35204282,Car/motor,171.0379578
35204282,Transit,13.30152928
35204283,Car/motor,125.5198166
35204284,Car/motor,562.3469963
35204284,Transit,70.98892559
35204285,Car/motor,117.4069642
35204285,Transit,16.23985942
35204286,Car/motor,179.7729113
35204286,Transit,21.6292416
35204287,Car/motor,76.87318315
35204287,Transit,19.6337834
35204288,Car/motor,83.31695853
35204288,Transit,15.6856754
35204288,Walk,0.334316284
35204289,Car/motor,140.4087083
35204289,Transit,25.45743182
35204290,Car/motor,88.47619847
35204290,Transit,51.22314001
35204291,Car/motor,143.0081467
35204291,Transit,30.95511777
35204292,Car/motor,181.8752595
35204292,Transit,32.7917582
35204293,Car/motor,51.44548799
35204293,Transit,25.50046252
35204294,Car/motor,137.6175891
35204294,Transit,18.06057026
35204295,Car/motor,108.2634635
35204295,Transit,9.295513162
35204296,Car/motor,124.3791915
35204296,Transit,17.50405059
35204297,Car/motor,107.8256836
35204297,Transit,16.47025728
35204298,Car/motor,85.8110018
35204298,Transit,51.01164252
35204298,Walk,0.662579285
35204299,Car/motor,84.77536113
35204299,Transit,20.63896644
35204300,Car/motor,100.2415515
35204300,Transit,4.643774061
35204301,Car/motor,94.54265835
35204301,Transit,11.34838416
35204302,Car/motor,69.38693696
35204302,Transit,13.80470466
35204303,Car/motor,95.95697936
35204303,Transit,10.12817926
35204303,Walk,0.439292914
35204304,Car/motor,176.2290438
35204304,Transit,6.607779847
35204305,Car/motor,332.6343964
35204305,Transit,23.14086873
35204307,Car/motor,199.1918313
35204307,Transit,106.8942357
35204307,Walk,1.09227342
35204309,Car/motor,175.1750838
35204310,Car/motor,533.269347
35204310,Transit,108.9806882
35204310,Walk,2.954560103
35204311,Car/motor,303.3953445
35204311,Transit,58.00331089
35204311,Walk,3.226877623
35204312,Car/motor,377.5325314
35204312,Transit,60.37278207
35204312,Walk,2.954835091
35204317,Car/motor,394.6646625
35204317,Transit,180.9818688
35204317,Walk,1.466490738
35204318,Car/motor,120.7130089
35204318,Transit,23.60701906
35204319,Car/motor,144.1376063
35204319,Walk,1.094740259
35204321,Car/motor,928.0268957
35204321,Transit,178.3122023
35204321,Walk,10.3187798
35204322,Car/motor,243.4366128
35204323,Car/motor,246.3189547
35204324,Car/motor,194.4658426
35204324,Transit,12.82447305
35204325,Car/motor,175.6067415
35204325,Transit,24.8227205
35204326,Car/motor,338.5827977
35204326,Transit,58.29452552
35204326,Walk,1.4670741
35204327,Car/motor,166.0617368
35204327,Transit,27.32681642
35204328,Car/motor,95.31068059
35204329,Car/motor,525.2211115
35204329,Transit,107.9328958
35204329,Walk,0.448202328
35204330,Car/motor,135.8020186
35204330,Transit,66.60885496
35204330,Walk,0.441164021
35204331,Car/motor,114.6549135
35204331,Transit,54.51321573
35204332,Car/motor,55.12912498
35204332,Transit,34.89554066
35204333,Car/motor,414.6272717
35204333,Transit,79.60974794
35204333,Walk,0.88850852
35204334,Car/motor,91.0218147
35204334,Transit,12.92580351
35204335,Car/motor,38.33357599
35204335,Transit,30.99739421
35204336,Car/motor,104.254491
35204337,Car/motor,74.71424566
35204337,Transit,43.73400121
35204338,Car/motor,91.02616337
35204338,Transit,12.366006
35204339,Car/motor,173.0680576
35204339,Transit,26.16035587
35204340,Car/motor,118.8910895
35204340,Transit,18.68276065
35204342,Car/motor,115.4289862
35204342,Transit,0.001634233
35204343,Car/motor,156.8157885
35204343,Transit,22.95135898
35204344,Car/motor,178.022475
35204344,Transit,46.22582925
35204345,Car/motor,128.5619375
35204345,Transit,33.31466019
35204346,Car/motor,148.9798921
35204346,Transit,56.72542602
35204348,Car/motor,368.4650339
35204348,Transit,83.58154795
35204348,Walk,1.181197153
35204352,Car/motor,195.0755845
35204352,Transit,48.67850397
35204353,Car/motor,190.6596231
35204353,Transit,73.73379182
35204355,Car/motor,653.439983
35204355,Transit,130.251043
35204356,Car/motor,666.1579413
35204356,Transit,126.2704777
35204356,Walk,0.720093626
35204357,Car/motor,275.4732774
35204358,Car/motor,128.8161164
35204358,Transit,39.8037409
35204359,Car/motor,139.4036242
35204359,Transit,0.002359027
35204359,Walk,0.304918907
35204360,Car/motor,153.5013959
35204360,Transit,48.71273108
35204360,Walk,1.082275256
35204361,Car/motor,183.7235332
35204362,Car/motor,225.2404314
35204363,Car/motor,278.651017
35204364,Car/motor,267.0542233
35204364,Transit,0.000854432
35204364,Walk,0.692609427
35204365,Car/motor,197.7015399
35204366,Transit,4.49E-05
35204367,Car/motor,322.5352633
35204367,Transit,111.3304175
35204367,Walk,0.862860925
35204369,Car/motor,78.09827309
35204369,Transit,38.76558418
35204370,Car/motor,290.5260781
35204370,Transit,108.8036232
35204370,Walk,0.583110604
35204371,Car/motor,339.1996957
35204371,Transit,378.0817068
35204371,Walk,1.656315013
35204372,Car/motor,121.3565394
35204372,Transit,69.29816741
35204373,Car/motor,397.8063404
35204373,Transit,19.42405615
35204374,Car/motor,136.6940382
35204374,Transit,4.235252312
35204375,Car/motor,140.7532277
35204375,Transit,3.535500042
35204376,Car/motor,94.10653718
35204376,Transit,13.54467993
35204377,Car/motor,157.876172
35204378,Car/motor,48.28365199
35204378,Transit,12.52011694
35204379,Car/motor,92.24760073
35204380,Bike,576.6183658
35204380,Car/motor,917.2876798
35204380,Transit,323.860998
35204380,Walk,10.25351915
35204381,Car/motor,244.9260875
35204381,Transit,82.35675269
35204381,Walk,3.97216663
35204383,Car/motor,206.1379972
35204383,Transit,30.92402681
35204383,Walk,1.966860451
35204384,Car/motor,281.0575828
35204384,Transit,44.98787247
35204384,Walk,2.684308754
35204385,Car/motor,401.0448929
35204386,Car/motor,310.7089258
35204386,Transit,40.70638734
35204387,Car/motor,118.4403855
35204387,Transit,39.47746518
35204387,Walk,1.168202651
35204388,Car/motor,238.796353
35204389,Car/motor,456.9230491
35204389,Transit,134.9346651
35204389,Walk,6.626834521
35204390,Car/motor,109.7426085
35204390,Transit,191.7689177
35204390,Walk,1.886245439
35204391,Car/motor,280.85805
35204392,Car/motor,184.0742571
35204392,Transit,17.44000587
35204393,Car/motor,117.4458651
35204393,Transit,6.132699709
35204394,Car/motor,191.6838724
35204395,Car/motor,235.9247927
35204395,Transit,0.000755763
35204396,Car/motor,225.1982474
35204396,Transit,28.62255849
35204397,Car/motor,280.6829569
35204397,Transit,58.03692116
35204398,Car/motor,112.39934
35204398,Transit,41.04785019
35204399,Car/motor,173.0994354
35204399,Transit,51.47560091
35204400,Car/motor,132.9640092
35204401,Car/motor,233.2367795
35204401,Transit,59.39841972
35204401,Walk,0.284877928
35204402,Car/motor,286.739886
35204402,Transit,91.27418834
35204403,Car/motor,141.1811026
35204403,Transit,21.65691353
35204404,Car/motor,238.6296205
35204404,Transit,11.46419226
35204405,Car/motor,155.5461628
35204405,Transit,37.59045976
35204406,Car/motor,124.9302157
35204406,Transit,13.35245307
35204407,Car/motor,98.26147071
35204407,Transit,11.83591464
35204408,Car/motor,107.8826804
35204408,Transit,20.69121076
35204408,Walk,0.387022766
35204409,Car/motor,81.99450787
35204409,Transit,9.96721822
35204410,Car/motor,275.3768958
35204410,Transit,27.64957073
35204411,Car/motor,87.52811669
35204411,Transit,9.410520347
35204412,Car/motor,218.6122574
35204412,Transit,51.39838435
35204413,Car/motor,96.44502008
35204413,Transit,34.82976439
35204414,Car/motor,191.1180052
35204414,Transit,68.46856524
35204415,Car/motor,303.3889449
35204415,Transit,89.66859351
35204416,Car/motor,132.109483
35204416,Transit,13.14643348
35204417,Car/motor,186.2113048
35204417,Transit,10.92130757
35204418,Car/motor,43.6796657
35204419,Car/motor,150.317587
35204420,Car/motor,113.5196261
35204420,Transit,16.0085201
35204421,Car/motor,173.3796838
35204421,Transit,6.430259302
35204422,Car/motor,152.5538235
35204422,Transit,17.93734172
35204423,Car/motor,201.4317437
35204423,Transit,33.61141605
35204424,Car/motor,306.1386913
35204424,Transit,21.67568346
35204425,Car/motor,144.4384196
35204425,Transit,25.83466447
35204426,Car/motor,536.5924213
35204426,Transit,83.69450747
35204426,Walk,0.565976485
35204427,Car/motor,271.5547746
35204427,Transit,51.05474679
35204427,Walk,0.502385281
35204430,Car/motor,204.8587707
35204430,Transit,18.82736392
35204431,Car/motor,171.0220839
35204431,Transit,13.98951643
35204433,Car/motor,99.3957055
35204434,Car/motor,143.6287649
35204434,Transit,16.80091411
35204435,Car/motor,314.4658669
35204435,Transit,14.99374413
35204438,Car/motor,171.9976412
35204438,Transit,18.47931626
35204439,Car/motor,169.9243089
35204439,Transit,11.43972761
35204440,Car/motor,166.1728757
35204440,Transit,8.554392666
35204441,Car/motor,135.4842325
35204441,Transit,22.47400006
35204442,Car/motor,179.0855421
35204442,Transit,11.78554739
35204443,Car/motor,119.4907802
35204443,Transit,13.93881464
35204444,Car/motor,76.74288853
35204444,Transit,25.49883431
35204445,Car/motor,102.3399791
35204445,Transit,12.64796666
35204446,Car/motor,30.92676954
35204446,Transit,20.41438768
35204447,Car/motor,152.6842809
35204447,Transit,27.69201308
35204448,Car/motor,166.250268
35204448,Transit,60.01508485
35204449,Car/motor,67.77338782
35204449,Transit,21.96365935
35204450,Car/motor,74.22157732
35204450,Transit,30.04885544
35204451,Car/motor,73.52862528
35204451,Transit,15.04729863
35204452,Car/motor,128.1473693
35204452,Transit,11.10925435
35204453,Car/motor,208.0376437
35204453,Transit,0.003740726
35204455,Car/motor,195.7966948
35204455,Transit,19.71920264
35204456,Car/motor,213.8351121
35204456,Transit,39.89002011
35204457,Car/motor,160.549027
35204457,Transit,9.336724476
35204458,Car/motor,325.8131259
35204458,Transit,47.97113248
35204460,Car/motor,124.7886972
35204460,Transit,8.958351793
35204461,Car/motor,117.2179517
35204461,Transit,29.11731615
35204462,Car/motor,68.2983276
35204462,Transit,42.54070271
35204462,Walk,1.025365705
35204465,Car/motor,279.6446587
35204465,Transit,74.44721749
35204465,Walk,3.610237489
35204466,Car/motor,333.4716086
35204466,Transit,166.3940233
35204466,Walk,6.396031107
35204467,Car/motor,244.1293844
35204467,Transit,68.81011213
35204467,Walk,3.397784038
35204468,Car/motor,679.3826638
35204468,Transit,117.8739565
35204468,Walk,4.025373667
35204469,Car/motor,408.2294459
35204469,Transit,108.1015984
35204469,Walk,3.191897323
35204470,Car/motor,675.378407
35204470,Transit,445.0439359
35204470,Walk,7.392433574
35204471,Car/motor,132.573263
35204471,Transit,0.003274173
35204472,Car/motor,120.6949682
35204472,Transit,6.592377647
35204473,Car/motor,78.82943865
35204473,Transit,2.957774128
35204474,Car/motor,631.024374
35204474,Transit,0.039935801
35204474,Walk,0.23114684
35204475,Car/motor,139.8419381
35204476,Car/motor,82.9926931
35204476,Transit,5.99742647
35204477,Car/motor,122.3226081
35204477,Transit,3.335816306
35204478,Car/motor,107.5433161
35204478,Transit,16.47548541
35204480,Car/motor,177.4201297
35204480,Transit,33.64826862
35204481,Car/motor,124.750473
35204481,Transit,75.15415189
35204482,Car/motor,22.80752404
35204482,Transit,34.21520708
35204483,Car/motor,47.21712688
35204483,Transit,41.69482122
35204483,Walk,1.89861369
35204484,Car/motor,84.71803008
35204484,Transit,26.73635942
35204485,Car/motor,121.268912
35204485,Transit,43.2273945
35204486,Car/motor,119.7217959
35204486,Transit,39.01378675
35204487,Car/motor,418.766239
35204487,Transit,94.31806557
35204487,Walk,0.694586398
35204488,Car/motor,351.3283538
35204488,Transit,158.9897992
35204488,Walk,2.051671155
35204489,Car/motor,189.693756
35204489,Transit,43.76379459
35204489,Walk,0.720327406
35204490,Car/motor,177.6338575
35204490,Transit,81.82419509
35204491,Car/motor,187.4845887
35204491,Transit,29.77396981
35204492,Car/motor,273.6639578
35204492,Transit,42.38172288
35204493,Car/motor,177.9451543
35204493,Transit,33.08624847
35204494,Car/motor,155.2843259
35204494,Transit,67.45843469
35204495,Car/motor,108.7805939
35204495,Transit,46.42579556
35204496,Car/motor,139.9042242
35204496,Transit,19.14828047
35204497,Car/motor,143.6194319
35204497,Transit,28.79577946
35204498,Car/motor,154.3029558
35204499,Car/motor,102.1138313
35204499,Transit,51.73201921
35204500,Car/motor,74.71636568
35204500,Transit,29.56212789
35204501,Car/motor,142.9034005
35204501,Transit,45.89434006
35204502,Car/motor,123.5811801
35204502,Transit,56.25963526
35204503,Car/motor,61.8509014
35204503,Transit,68.00689089
35204504,Car/motor,192.7072598
35204504,Transit,53.7909601
35204505,Car/motor,177.2356556
35204505,Transit,109.2195814
35204505,Walk,2.88969688
35204506,Car/motor,162.0397504
35204506,Transit,50.49744175
35204506,Walk,3.235821539
35204507,Car/motor,222.8941142
35204507,Transit,67.66069451
35204507,Walk,5.601931826
35204508,Car/motor,118.2055116
35204508,Transit,39.971079
35204509,Car/motor,156.8055342
35204510,Car/motor,114.4832582
35204510,Transit,46.43840995
35204511,Car/motor,234.2857122
35204511,Transit,0.006264637
35204512,Car/motor,140.3350425
35204512,Transit,37.53538302
35204513,Car/motor,107.050289
35204513,Transit,33.11141989
35204514,Car/motor,102.1106699
35204514,Transit,33.83535226
35204515,Car/motor,258.5052513
35204515,Transit,24.60889017
35204516,Car/motor,200.8343227
35204516,Transit,44.11121076
35204516,Walk,1.217852558
35204517,Car/motor,63.75825248
35204517,Transit,16.52842906
35204518,Car/motor,144.0148905
35204518,Transit,39.88834125
35204519,Car/motor,164.0119863
35204519,Transit,37.90780675
35204520,Car/motor,133.344552
35204520,Transit,61.39263165
35204521,Car/motor,127.5087021
35204521,Transit,16.04964351
35204522,Car/motor,140.1991082
35204523,Car/motor,234.5665535
35204523,Transit,26.94403294
35204524,Car/motor,105.8655013
35204525,Car/motor,75.13954233
35204525,Transit,15.15415502
35204526,Car/motor,91.420821
35204526,Transit,53.29555205
35204527,Car/motor,115.8181957
35204527,Transit,19.91836764
35204527,Walk,2.659328338
35204528,Car/motor,113.1569598
35204528,Transit,18.58361434
35204529,Car/motor,210.2299404
35204529,Transit,32.79262324
35204529,Walk,1.563691158
35204530,Car/motor,184.2231948
35204530,Transit,29.3938915
35204531,Car/motor,287.1150272
35204531,Transit,28.23806886
35204532,Car/motor,103.8934665
35204532,Transit,32.24489218
35204532,Walk,1.107074307
35204533,Car/motor,160.374641
35204533,Transit,108.5214555
35204533,Walk,1.747934967
35204534,Car/motor,133.3438943
35204534,Transit,53.03012572
35204535,Bike,282.3335233
35204535,Car/motor,249.0800407
35204535,Transit,198.8655312
35204535,Walk,4.029193876
35204536,Car/motor,168.6626706
35204536,Transit,85.99003633
35204537,Car/motor,186.0285416
35204537,Transit,49.46037933
35204538,Car/motor,199.018935
35204538,Walk,2.04571996
35204539,Car/motor,95.98290069
35204539,Transit,43.45004663
35204540,Car/motor,187.6634321
35204540,Transit,49.14868723
35204541,Car/motor,184.0378873
35204541,Transit,25.76338266
35204542,Car/motor,159.959929
35204542,Transit,27.89497651
35204543,Car/motor,286.7073509
35204543,Transit,161.5490654
35204544,Car/motor,75.10647599
35204544,Transit,25.12487336
35204544,Walk,2.682591301
35204545,Car/motor,52.7328743
35204545,Transit,26.21817229
35204545,Walk,2.051299275
35204546,Car/motor,144.9911413
35204546,Transit,44.54993381
35204547,Car/motor,124.7036364
35204548,Car/motor,176.5577169
35204548,Transit,100.9805716
35204549,Car/motor,112.7764643
35204549,Transit,17.55104961
35204550,Car/motor,132.234862
35204550,Transit,29.65190282
35204551,Car/motor,135.0431808
35204551,Transit,23.09469191
35204552,Car/motor,158.6737671
35204552,Transit,19.83203557
35204553,Car/motor,126.3338466
35204553,Transit,18.32259593
35204554,Car/motor,166.9253278
35204554,Transit,19.25602661
35204555,Car/motor,177.596159
35204555,Transit,15.02179396
35204556,Car/motor,90.63271818
35204556,Walk,2.045182344
35204557,Car/motor,106.7925056
35204557,Walk,2.573093553
35204558,Car/motor,153.6240539
35204558,Transit,70.45832528
35204558,Walk,3.255418159
35204559,Car/motor,42.53536976
35204559,Transit,37.82876089
35204559,Walk,2.097895405
35204560,Car/motor,98.36597583
35204560,Walk,2.966295755
35204561,Car/motor,140.3581937
35204561,Transit,45.04467497
35204562,Car/motor,90.72486171
35204562,Transit,36.39688417
35204562,Walk,4.995226659
35204563,Bike,215.4345336
35204563,Car/motor,157.5214229
35204563,Transit,152.3207163
35204563,Walk,5.294186227
35204564,Bike,163.5483795
35204564,Car/motor,272.9641014
35204564,Transit,242.7470214
35204564,Walk,8.806966617
35204565,Bike,545.0473169
35204565,Car/motor,189.9076451
